were_here_count,can_checkin,rating_count,fan_count,overall_star_rating,talking_about_count,checkins,name,category,location,id
557,TRUE,45,2831,4.8,35,557,RAF Manston History Museum,History Museum,"{'city': 'Manston', 'country': 'United Kingdom', 'latitude': 51.34504, 'longitude': 1.37227, 'street': 'Manston Rd', 'zip': 'CT12 5DF'}",676839999055253
939,TRUE,29,1531,4.9,22,939,The Red House Museum,Art Gallery,"{'city': 'Christchurch, Dorset', 'country': 'United Kingdom', 'latitude': 50.732592520568, 'longitude': -1.7764055011331, 'street': 'Quay Road', 'zip': 'BH23 1BU'}",213083135531567
2,TRUE,0,7,0,1,2,Redbourn Village Museum,History Museum,"{'city': 'Redbourn', 'country': 'United Kingdom', 'latitude': 51.79569, 'longitude': -0.39795, 'street': 'Silk Mill House, The Common', 'zip': 'AL3 7NB'}",656669571100672
0,TRUE,0,5947,0,4,0,Richard III Leicester,Monarch,,148972455249593
47,TRUE,1,608,5,3,47,RNLI Henry Blogg Museum,Charity Organization,"{'city': 'Cromer', 'country': 'United Kingdom', 'latitude': 52.930999261559, 'longitude': 1.3042831420898, 'street': 'The Rocket House, The Gangway', 'zip': 'NR27 9ET'}",258564830823099
29,TRUE,1,8,5,0,29,Zetland,Landmark & Historical Place,"{'city': 'Redcar', 'country': 'United Kingdom', 'latitude': 54.6182, 'longitude': -1.06179, 'street': '60 Esplanade', 'zip': 'TS1 1'}",267779783304430
85,TRUE,0,15,0,0,85,The Robin Hood's Bay Ghost Walk,Tour Agency,"{'city': 'Whitby', 'country': 'United Kingdom', 'latitude': 54.4303073, 'longitude': -0.5328006}",370355366633107
158265,TRUE,5820,296018,4.5,39279,158265,Royal Academy of Arts,Art Gallery,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.509024556618, 'longitude': -0.13954128615483, 'street': 'Burlington House, Piccadilly', 'zip': 'W1J 0'}",9833492414
158265,TRUE,5820,296018,4.5,39279,158265,Royal Academy of Arts,Art Gallery,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.509024556618, 'longitude': -0.13954128615483, 'street': 'Burlington House, Piccadilly', 'zip': 'W1J 0'}",9833492414
19497,TRUE,837,14175,4.9,476,19497,"The Royal Air Force Museum, Cosford",Armed Forces,"{'city': 'Shifnal', 'country': 'United Kingdom', 'latitude': 52.6452699, 'longitude': -2.31139, 'street': 'Lysander Ave, Cosford', 'zip': 'TF11 8UP'}",19869991532
671,TRUE,23,860,4.9,0,671,Royal Air Force Museum London,Tour Agency,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.598888888889, 'longitude': -0.23861111111111}",105596109474657
1582,TRUE,99,3557,4.6,62,1582,RAMM (Royal Albert Memorial Museum),History Museum,"{'city': 'Exeter', 'country': 'United Kingdom', 'latitude': 50.7252312, 'longitude': -3.5327001, 'street': 'Royal Albert Memorial Museum & Art Gallery, Queen Street', 'zip': 'EX4 3RX'}",45307587601
227,TRUE,2,277,5,0,227,Royal Birmingham Society of Artists,Art Gallery,"{'city': 'Birmingham', 'country': 'United Kingdom', 'latitude': 52.4849, 'longitude': -1.9075, 'street': '4  Brook Street', 'zip': 'B3 1SA'}",143050305709122
410,TRUE,31,1807,4.7,75,410,The Royal Green Jackets Museum,Nonprofit Organization,"{'city': 'Winchester', 'country': 'United Kingdom', 'latitude': 51.063071464883, 'longitude': -1.3208970257642, 'street': 'The Royal Green Jackets (Rifles) Museum, Peninsula Barracks, Romsey Road,', 'zip': 'SO23 8TS'}",1440773922819510
7,TRUE,1,2087,5,188,7,Royal Newfoundland Regiment Museum,History Museum,"{'city': ""St. John's, Newfoundland and Labrador"", 'country': 'Canada', 'latitude': 47.581837934509, 'longitude': -52.694828510284, 'state': 'NL', 'street': 'Main Lobby, Anthony W. Paddon Building,'}",787925361354053
75,TRUE,0,494,0,40,75,Royston & District Museum & Art Gallery,History Museum,"{'city': 'Royston', 'country': 'United Kingdom', 'latitude': 52.0492453, 'longitude': -0.0249927, 'street': '5 Lower King Street', 'zip': 'SG8 5AL'}",191455774358985
5764,TRUE,274,4832,4.6,181,5764,Russell-Cotes Art Gallery & Museum,Art Gallery,"{'city': 'Bournemouth', 'country': 'United Kingdom', 'latitude': 50.717532911529, 'longitude': -1.8709517240199, 'street': 'East Cliff Promenade', 'zip': 'BH1 3AA'}",134813583320729
546,TRUE,42,850,4.2,15,546,Rutland County Museum,Museum,"{'city': 'Oakham', 'country': 'United Kingdom', 'latitude': 52.667876824685, 'longitude': -0.72541953066338, 'street': 'Catmos Street', 'zip': 'LE15 6HW'}",101572443416
22,TRUE,0,37,0,1,22,Salcombe Maritime Museum,History Museum,"{'city': 'Salcombe', 'country': 'United Kingdom', 'latitude': 50.23930601, 'longitude': -3.76779806, 'street': 'Market Street', 'zip': 'TQ8 8DE'}",272114989604481
201,TRUE,16,290,4,16,201,Samuel Johnson Birthplace Museum & Bookshop,History Museum,"{'city': 'Lichfield', 'country': 'United Kingdom', 'latitude': 52.683395, 'longitude': -1.827879, 'street': 'Breadmarket Street', 'zip': 'WS13 6LG'}",158835897461037
1036,TRUE,38,1293,4.6,17,1036,Sarehole Mill,Tea Room,"{'city': 'Birmingham', 'country': 'United Kingdom', 'latitude': 52.434350759548, 'longitude': -1.8560028076172, 'street': 'Cole Bank Road', 'zip': 'B13 0BD'}",303006269787309
865,TRUE,26,461,4.5,1,865,Scaplen's Court,Museum,"{'city': 'Poole', 'country': 'United Kingdom', 'latitude': 50.712818844071, 'longitude': -1.9885882804246, 'street': 'High Street', 'zip': 'BH15 1BW'}",365049520205015
560774,TRUE,19622,192491,4.4,2819,560774,Science Museum,History Museum,"{'city': 'South Kensington', 'country': 'United Kingdom', 'latitude': 51.497402523438, 'longitude': -0.17453670501709, 'street': 'Exhibition Road, South Kensington', 'zip': 'SW7 2DD'}",7408594675
0,TRUE,0,0,0,0,0,Seaford Museum & Heritage Society,Landmark & Historical Place,"{'city': 'Seaford', 'country': 'United Kingdom', 'latitude': 50.768128, 'longitude': 0.102258, 'street': 'The Esplanade', 'zip': 'BN25 1JH'}",583269128502984
0,TRUE,120,1811,4.4,521,4460,"Segedunum Roman Fort, Baths & Museum",Interest,"{'city': 'Wallsend', 'country': 'United Kingdom', 'latitude': 54.988591, 'longitude': -1.5312178898617, 'street': 'Buddle St', 'zip': 'NE28 6HR'}",226939453998842
75,TRUE,9,746,4.9,160,75,Selly Manor,Museum,"{'city': 'Bournville', 'country': 'United Kingdom', 'latitude': 52.430713785672, 'longitude': -1.9343233108521, 'street': 'Maple Road', 'zip': 'B30 2AE'}",627215560635595
28514,TRUE,258,74037,4.7,302,28514,Serpentine Galleries,Art Gallery,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.504508362752, 'longitude': -0.17484341832082, 'street': 'West Carriage Drive', 'zip': 'W2 3XA'}",34208319648
480,TRUE,49,3051,4.5,55,480,Shipley Art Gallery,Art Gallery,"{'city': 'Gateshead', 'country': 'United Kingdom', 'latitude': 54.95022940665, 'longitude': -1.6003027816933, 'street': 'Prince Consort Road', 'zip': 'NE8'}",9731777574
738,TRUE,26,638,4.8,3,738,Shipwreck Museum - Hastings,Nonprofit Organization,"{'city': 'Hastings', 'country': 'United Kingdom', 'latitude': 50.85611218749, 'longitude': 0.59560666836015, 'street': 'Rock-A-Nore Rd', 'zip': 'TN34 3DW'}",332907826842859
1006,TRUE,36,648,4.6,6,1006,Walsingham Abbey & The Shirehall Museum,History Museum,"{'city': 'Little Walsingham', 'country': 'United Kingdom', 'latitude': 52.893567, 'longitude': 0.875873, 'street': 'Common Place', 'zip': 'NR22 6BP'}",373416182736598
4745,TRUE,384,10581,4.8,123,4745,Sir John Soane's Museum,Museum,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.516757723267, 'longitude': -0.11764546696258, 'street': ""13 Lincoln's Inn Fields"", 'zip': 'WC2A 3BP'}",54010359511
100,TRUE,6,10,4.7,0,100,Sir Max Aitken Museum,History Museum,"{'city': 'Cowes', 'country': 'United Kingdom', 'latitude': 50.763694, 'longitude': -1.2976967, 'street': '83  High Street', 'zip': 'PO31 7'}",116290285222576
1313,TRUE,66,2030,4.6,148,1313,The Stirling Smith Art Gallery and Museum,Charity Organization,"{'city': 'Stirling', 'country': 'United Kingdom', 'latitude': 56.1189742, 'longitude': -3.9467527, 'street': '40 Albert Pl', 'zip': 'FK8 2RQ'}",265368860163559
253,TRUE,31,664,4.8,26,253,Soldiers of Oxfordshire Museum,History Museum,"{'city': 'Woodstock', 'country': 'United Kingdom', 'latitude': 51.847839880688, 'longitude': -1.356808130589, 'street': 'Park St', 'zip': 'OX20 1SN'}",177856702235550
2,TRUE,2,12,3,0,2,South Ribble Borough Council,History Museum,"{'city': 'Leyland', 'country': 'United Kingdom', 'latitude': 53.688878, 'longitude': -2.695848, 'zip': 'PR25 3'}",1540334309602600
1542,TRUE,23,1739,4.6,80,1542,South Shields Museum & Art Gallery,Museum,"{'city': 'South Shields', 'country': 'United Kingdom', 'latitude': 54.998685195773, 'longitude': -1.4314896448365, 'street': 'Ocean Road', 'zip': 'NE33 2JA'}",148003501938544
1864,TRUE,52,354,4.8,0,1864,South Yorkshire Aircraft Museum,History Museum,"{'city': 'Doncaster', 'country': 'United Kingdom', 'latitude': 53.5142, 'longitude': -1.1093, 'street': 'Dakota Way'}",236964836331813
1542,TRUE,23,1739,4.6,80,1542,South Shields Museum & Art Gallery,Museum,"{'city': 'South Shields', 'country': 'United Kingdom', 'latitude': 54.998685195773, 'longitude': -1.4314896448365, 'street': 'Ocean Road', 'zip': 'NE33 2JA'}",148003501938544
74,TRUE,0,28,0,0,74,Spurn Lightship,History Museum,"{'city': 'Kingston upon Hull', 'country': 'United Kingdom', 'latitude': 53.7406, 'longitude': -0.338164, 'street': 'Castle Street'}",133264813380887
5,TRUE,0,2,0,0,5,St Agnes Museum Trust,Landmark & Historical Place,"{'city': 'St. Agnes, Cornwall and Isles of Scilly', 'latitude': 50.30278, 'longitude': -5.20298, 'street': 'Penwinnick Rd', 'zip': 'TR5 0PA'}",1034167846653400
31066,TRUE,300,1455,4.5,0,31066,St Bartholomew's Hospital,Hospital,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.517461, 'longitude': -0.100128, 'street': 'West Smithfield', 'zip': 'EC1A 9'}",112712998742664
1584,TRUE,88,2573,4.5,11,1584,Stephenson Railway Museum,History Museum,"{'city': 'North Shields', 'country': 'United Kingdom', 'latitude': 55.016654704898, 'longitude': -1.4970497464998, 'street': 'Middle Engine Lane', 'zip': 'NE29 8DX'}",132709303472162
14,TRUE,0,7,0,0,14,Steyning Museum,Museum,"{'city': 'Steyning', 'country': 'United Kingdom', 'latitude': 50.8897209, 'longitude': -0.32548, 'zip': 'BN44 3'}",1489465981276380
693,TRUE,13,580,4.8,116,693,Stockport War Memorial Art Gallery,Art Gallery,"{'city': 'Stockport', 'country': 'United Kingdom', 'latitude': 53.40271, 'longitude': -2.15713, 'street': 'Wellington Road South', 'zip': 'SK3 8AB'}",1497111097258120
693,TRUE,13,580,4.8,116,693,Stockport War Memorial Art Gallery,Art Gallery,"{'city': 'Stockport', 'country': 'United Kingdom', 'latitude': 53.40271, 'longitude': -2.15713, 'street': 'Wellington Road South', 'zip': 'SK3 8AB'}",1497111097258120
7855,TRUE,152,679,4.6,0,7855,Streetlife Museum of Transport,Tour Agency,"{'city': 'Kingston upon Hull', 'country': 'United Kingdom', 'latitude': 53.7439, 'longitude': -0.329722, 'street': '36 High Street'}",108642292494400
0,TRUE,0,996,0,10,548,Belper North Mill,History Museum,"{'city': 'Belper', 'country': 'United Kingdom', 'latitude': 53.028632209468, 'longitude': -1.4862113730371, 'street': 'Bridge Foot', 'zip': 'DE561YD'}",274057012616978
68,TRUE,5,165,4.4,4,68,Sturminster Newton Museum and Mill Society,History Museum,"{'city': 'Sturminster Newton', 'country': 'United Kingdom', 'latitude': 50.925566428807, 'longitude': -2.3050345783997, 'street': '1 Old Market Cross House, Market Cross', 'zip': 'DT10 1AN'}",493446270709451
14414,TRUE,445,5659,4.2,95,14414,Sunderland Museum & Winter Gardens,Art Gallery,"{'city': 'Sunderland', 'country': 'United Kingdom', 'latitude': 54.904274685994, 'longitude': -1.3802742543661, 'street': 'Burdon Rd', 'zip': 'SR1 1PP'}",164302850249185
3,TRUE,0,0,0,0,3,Swalcliffe Barn,Museum,"{'latitude': 52.038609, 'longitude': -1.451709, 'zip': 'OX15 5DR'}",161894030638262
24,TRUE,12,894,4.7,2,24,Swanage Museum,History Museum,"{'city': 'Swanage', 'country': 'United Kingdom', 'latitude': 50.60825702, 'longitude': -1.95609023, 'street': 'The Square', 'zip': 'BH19 2LJ'}",327007204073492
5827,TRUE,270,1372,4.7,37,5827,Tangmere Military Aviation Museum,History Museum,"{'city': 'Chichester', 'country': 'United Kingdom', 'latitude': 50.846938688446, 'longitude': -0.71497427547297, 'street': 'Gamecock Terrace', 'zip': 'PO20 2ES'}",1401853633454560
494189,TRUE,34085,1130980,4.5,32048,494189,Tate,Art Gallery,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.50819, 'longitude': -0.09534, 'street': 'Bankside', 'zip': 'SE1 9'}",20134383992
58643,TRUE,2107,58803,4.3,408,58643,Tate Liverpool,Art Gallery,"{'city': 'Liverpool', 'country': 'United Kingdom', 'latitude': 53.400753211152, 'longitude': -2.9933327823962, 'street': 'Albert Dock', 'zip': 'L3 4BB'}",46247022225
318898,TRUE,147,110566,4.7,0,318898,Tate Modern,Art Museum,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.507777777778, 'longitude': -0.099166666666667, 'zip': 'SE1 9'}",103093513063670
3145,TRUE,0,10809,0,261,3145,Tate St. Ives,Art Gallery,"{'city': 'Saint Ives', 'country': 'United Kingdom', 'latitude': 50.21467, 'longitude': -5.4840799, 'street': 'Porthmeor', 'zip': 'TR26 1TG'}",114420528572976
128,TRUE,7,476,4.7,2,128,Teign Heritage - Teignmouth & Shaldon Museum,History Museum,"{'city': 'Teignmouth', 'country': 'United Kingdom', 'latitude': 50.547360743521, 'longitude': -3.493745011621, 'street': '29 French Street', 'zip': 'TQ14 8ST'}",430793900333506
14594,TRUE,183,8235,4.7,743,14594,Temple Newsam Estate,Landmark & Historical Place,"{'city': 'Leeds', 'country': 'United Kingdom', 'latitude': 53.785263193053, 'longitude': -1.4581990242004, 'street': 'Temple Newsam', 'zip': 'LS15 0AE'}",559926654022634
52,TRUE,1,125,5,0,52,Tetbury Police Museum and Courtroom,Nonprofit Organization,"{'city': 'Tetbury', 'country': 'United Kingdom', 'latitude': 51.638960739497, 'longitude': -2.1617310425438, 'street': '63 Long Street', 'zip': 'GL8 8AA'}",247080042092039
13124,TRUE,308,3836,4.5,82,13124,Thackray Museum,Museum,"{'city': 'Leeds', 'country': 'United Kingdom', 'latitude': 53.808124257962, 'longitude': -1.5184383633568, 'street': 'Beckett Street', 'zip': 'LS9 7LN'}",134737636552936
22,TRUE,2,75,5,0,22,Thame Museum,Museum,"{'city': 'Thame', 'country': 'United Kingdom', 'latitude': 51.749071655, 'longitude': -0.98094094, 'street': '79 High Street', 'zip': 'OX9 3AE'}",766202096820256
27,TRUE,1,213,5,1,27,The Museum of the Adjutant General's Corps,Museum,"{'city': 'Winchester', 'country': 'United Kingdom', 'latitude': 51.05970025, 'longitude': -1.3250243142857, 'street': 'Peninsula Barracks, Romsey Road', 'zip': 'SO23 8TS'}",125274157508848
1,TRUE,3,54,5,0,1,Aldeburgh Contemporary Arts,Art Gallery,"{'city': 'Aldeburgh', 'country': 'United Kingdom', 'latitude': 52.150059804451, 'longitude': 1.6007670328058, 'street': '187 High Street', 'zip': 'IP15 5AL'}",247877335414314
25,TRUE,6,517,4.8,9,25,"The Beacon Museum, Whitehaven",Museum,"{'city': 'Whitehaven', 'country': 'United Kingdom', 'latitude': 54.54853, 'longitude': -3.59408, 'street': 'West Strand, Whitehaven', 'zip': 'ca287ly'}",363663244065184
2423,TRUE,90,3445,4.5,62,2423,The Beaney,Library,"{'city': 'Canterbury', 'country': 'United Kingdom', 'latitude': 51.2796088, 'longitude': 1.0792743, 'street': '18 High Street', 'zip': 'CT1 2RA'}",146845808764572
88778,TRUE,15604,315388,4.7,5255,88778,The Beatles Story,Tour Agency,"{'city': 'Liverpool', 'country': 'United Kingdom', 'latitude': 53.399267053383, 'longitude': -2.9910696349147, 'street': 'Albert Dock', 'zip': 'L3 4AD'}",160822617367734
0,TRUE,751,12117,4.6,235,10193,The Charles Dickens Museum,Interest,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.5236482, 'longitude': -0.1163693, 'street': '48 Doughty Street', 'zip': 'WC1N 2LX'}",168328346517391
15186,TRUE,902,47183,4.7,1014,15186,The Courtauld Gallery,Art Gallery,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.51140184598, 'longitude': -0.11744650345458, 'street': 'Somerset House, Strand', 'zip': 'WC2R 0RN'}",86240629660
872,TRUE,27,3364,4.5,41,872,The Devon Guild of Craftsmen,Art Gallery,"{'city': 'Bovey Tracey', 'country': 'United Kingdom', 'latitude': 50.59174, 'longitude': -3.67598, 'street': 'Devon Guild of Craftsmen, Fore St.', 'zip': 'TQ13 9AF'}",65969175737
2855,TRUE,75,3349,4.8,42,2855,"The Fusilier Museum, Lancashire",History Museum,"{'city': 'Bury', 'country': 'United Kingdom', 'latitude': 53.59221047426, 'longitude': -2.2984901749133, 'street': 'Moss St', 'zip': 'BL9 0DF'}",173363989470
6329,TRUE,176,5466,4.7,220,6329,The Helicopter Museum (Official),History Museum,"{'city': 'Weston-super-Mare', 'country': 'United Kingdom', 'latitude': 51.339498912055, 'longitude': -2.9307427201472, 'street': 'Locking Moor Road', 'zip': 'BS24 8PP'}",184447451591982
18156,TRUE,706,24567,4.3,1444,18156,The Hepworth Wakefield,Art Gallery,"{'city': 'Wakefield', 'country': 'United Kingdom', 'latitude': 53.676073430783, 'longitude': -1.4917015714169, 'street': 'Gallery Walk', 'zip': 'WF1 5AW'}",372833059295
201,TRUE,28,1208,4.7,105,201,"The Infirmary, Worcester (UK)",Medical & Health,"{'city': 'Worcester', 'country': 'United Kingdom', 'latitude': 52.195729940677, 'longitude': -2.2259285271892, 'street': 'City Campus, University of Worcester, Castle Street', 'zip': 'WR1 3AS'}",145220818904443
2248,TRUE,87,2272,4.5,95,2248,The Lightbox,Art Gallery,"{'city': 'Woking', 'country': 'United Kingdom', 'latitude': 51.321409374306, 'longitude': -0.55922570407957, 'street': 'The Lightbox, Chobham Road', 'zip': 'GU21 4AA'}",78813389633
2967,TRUE,100,364,4.5,0,2967,Muckleburgh Tank Museum,Landmark & Historical Place,"{'city': 'Weybourne', 'country': 'United Kingdom', 'latitude': 52.945081380557, 'longitude': 1.1308857975104, 'zip': 'NR25 7'}",156159714438552
1168,TRUE,65,1381,4.7,60,1168,The Museum in the Park,History Museum,"{'city': 'Stroud', 'country': 'United Kingdom', 'latitude': 51.749657342114, 'longitude': -2.2238851209609, 'street': 'The Museum in the Park, Stratford Park', 'zip': 'GL5 4AF'}",203175133040521
4725,TRUE,240,4710,4.7,173,4725,The Museum of Somerset,History Museum,"{'city': 'Taunton', 'country': 'United Kingdom', 'latitude': 51.015701670177, 'longitude': -3.1046888683066, 'street': 'Castle Green', 'zip': 'TA1 4AA'}",146425708779693
20617,TRUE,330,2118,4.6,0,20617,Natural History Museum at Tring,Landmark & Historical Place,"{'city': 'Tring', 'country': 'United Kingdom', 'latitude': 51.7908, 'longitude': -0.661368, 'zip': 'CO1 1'}",113338152010017
0,TRUE,2,3418,5,21,0,New Ashgate Gallery,Art Gallery,"{'city': 'Farnham', 'country': 'United Kingdom', 'street': 'Waggon Yard', 'zip': 'GU9 7PS'}",210556058971166
4022,TRUE,138,2250,4.9,134,4022,Observatory Science Centre,Charity Organization,"{'city': 'Herstmonceux', 'country': 'United Kingdom', 'latitude': 50.869886934109, 'longitude': 0.3459235707588, 'street': 'Wartling Road', 'zip': 'BN27 1RN'}",452060898255717
0,TRUE,0,221,0,2,0,Smithy Heritage Centre,Community,,397383713680387
0,TRUE,0,490,0,10,0,Peace Museum Bradford,Nonprofit Organization,"{'city': 'Bradford', 'street': '10 Piece Hall Yard', 'zip': 'BD1 1PJ'}",1612665945663650
1355,TRUE,101,1253,4.8,6,1355,The Pen Museum,Nonprofit Organization,"{'city': 'Birmingham', 'country': 'United Kingdom', 'latitude': 52.484656617966, 'longitude': -1.9115539622401, 'street': '60 Frederick Street', 'zip': 'B1 3HS'}",147631541949566
172,TRUE,1,69,5,0,172,Piddington Roman Villa,Landmark & Historical Place,"{'city': 'Northampton', 'country': 'United Kingdom', 'latitude': 52.184, 'longitude': -0.824, 'zip': 'NN7 2'}",112606455420049
105,TRUE,6,865,4.5,114,105,The Queen's Royal Lancers and Nottinghamshire Yeomanry Museum,History Museum,"{'city': 'Newark', 'country': 'United Kingdom', 'latitude': 53.233765125517, 'longitude': -1.0296057925566, 'street': 'QRLNY Museum,Thoresby Courtyard, Thoresby Park', 'zip': 'NG22 9EP'}",736618963119833
3402,TRUE,128,2076,4.6,91,3402,"The Ropewalk, Barton upon Humber",Art Gallery,"{'city': 'Barton upon Humber', 'country': 'United Kingdom', 'latitude': 53.692127372357, 'longitude': -0.44251450038225, 'street': 'Maltkiln Road', 'zip': 'DN18 5JT'}",193762980654304
4,TRUE,1,122,5,27,4,The Ruskin Museum,Nonprofit Organization,"{'city': 'Coniston', 'country': 'United Kingdom', 'latitude': 54.370221111726, 'longitude': -3.0755281448364, 'street': 'Yewdale Road', 'zip': 'LA21 8DU'}",345575902483304
7132,TRUE,483,8724,4.7,1343,7132,The Sculpture Park,Art Gallery,"{'city': 'Farnham', 'country': 'United Kingdom', 'latitude': 51.146972996716, 'longitude': -0.7553549847109, 'street': 'Jumps Road, Churt, Farnham, Surrey', 'zip': 'GU10 2LH'}",175807376919
637,TRUE,52,1143,4.6,31,637,Sedgwick Museum of Earth Sciences,Museum,"{'city': 'Cambridge', 'country': 'United Kingdom', 'latitude': 52.20317229386, 'longitude': 0.1218789842942, 'street': 'Downing Street', 'zip': 'CB2 3EQ'}",177864458951903
112,TRUE,3,42,5,0,112,The Shoe Museum,Museum,"{'city': 'Street', 'country': 'United Kingdom', 'latitude': 51.129, 'longitude': -2.7394, 'zip': 'BA16 0'}",104049149632788
120,TRUE,10,1823,4.7,43,120,The Stained Glass Museum,Art Museum,"{'city': 'Ely', 'country': 'United Kingdom', 'latitude': 52.399124857143, 'longitude': 0.26309881142857, 'street': 'Ely Cathedral', 'zip': 'CB7 4DL'}",216839176531
34,TRUE,0,13,0,0,34,The Stanley & Audrey Burton Gallery,Art Gallery,"{'city': 'Leeds', 'country': 'United Kingdom', 'latitude': 53.80760099, 'longitude': -1.5521977366667}",319960728102490
69150,TRUE,7407,283083,4.8,5615,69150,The Tank Museum,History Museum,"{'city': 'Wareham', 'country': 'United Kingdom', 'latitude': 50.69469466454, 'longitude': -2.2431980101815, 'street': 'Bovington, Dorset', 'zip': 'BH20 6JG'}",313488960841
1,TRUE,3,82,3.3,0,1,Trenchard Museum,Education,"{'city': 'Wendover', 'country': 'United Kingdom', 'latitude': 51.76626027, 'longitude': -0.73553601, 'street': 'RAF Halton', 'zip': 'HP22 5PG'}",404579633036153
58257,TRUE,1330,11880,4.3,129,58257,"Thinktank, Birmingham Science Museum",Planetarium,"{'city': 'Birmingham', 'country': 'United Kingdom', 'latitude': 52.482788633205, 'longitude': -1.8860065230589, 'street': 'Millennium Point, Curzon Street', 'zip': 'B4 7XG'}",34341416729
33,TRUE,3,296,5,0,33,Thirsk Museum,History Museum,"{'city': 'Thirsk', 'country': 'United Kingdom', 'latitude': 54.23498763, 'longitude': -1.34503604, 'street': '14 - 16 Kirkgate', 'zip': 'YO7 1PQ'}",549409998462630
42,TRUE,0,6,0,0,42,Thorney Heritage Museum,History Museum,"{'city': 'Peterborough', 'country': 'United Kingdom', 'latitude': 52.623293995857, 'longitude': -0.10716497898102, 'zip': 'PE6 0QE'}",338773269544317
4033,TRUE,98,2136,4.4,13,4033,Thwaite Mills Watermill Museum,History Museum,"{'city': 'Leeds', 'country': 'United Kingdom', 'latitude': 53.77576668902, 'longitude': -1.504590511322, 'street': 'Thwaite Lane, Stourton', 'zip': 'LS10 1RP'}",114439911947843
189,TRUE,34,622,4.6,19,189,The Tiverton Museum of Mid Devon Life,History Museum,"{'city': 'Tiverton', 'country': 'United Kingdom', 'latitude': 50.901507476251, 'longitude': -3.4878416075834, 'street': ""Beck's Square"", 'zip': 'EX16 6PJ'}",112456265434670
0,TRUE,0,0,0,0,0,Toad Hole Cottage Museum,History Museum,"{'city': 'Great Yarmouth', 'latitude': 52.71678, 'longitude': 1.51203, 'street': 'How Hill', 'zip': 'NR29 5PG'}",944403879013117
25,TRUE,3,75,4.7,0,25,Tolsey Museum Burford,History Museum,"{'city': 'Burford', 'country': 'United Kingdom', 'latitude': 51.8072757, 'longitude': -1.637047, 'street': '126 High Street', 'zip': 'OX18 4QU'}",324487977736021
2,TRUE,0,0,0,0,2,Tom Brown's School Museum,Museum,"{'city': 'Faringdon', 'country': 'United Kingdom', 'latitude': 51.6025006, 'longitude': -1.56229, 'zip': 'SN7 7RA'}",216376782132980
0,TRUE,0,182,0,1,0,Totnes Fashion & Textiles Museum,Travel Company,,216358841803877
4924,TRUE,132,1891,4.6,95,4924,"Towneley Hall, Historic House, Art Gallery & Museum",Art Gallery,"{'city': 'Burnley', 'country': 'United Kingdom', 'latitude': 53.77438379638, 'longitude': -2.2221857878982, 'street': 'Townley Hall, Burnley', 'zip': 'BB11 3RQ'}",138243602892249
254,TRUE,12,673,5,49,254,Trowbridge Museum,Education,"{'city': 'Trowbridge', 'country': 'United Kingdom', 'latitude': 51.320625173077, 'longitude': -2.2091943438462, 'street': 'The Shires', 'zip': 'BA14 8AT'}",788894371160127
1031,TRUE,12,578,4.8,59,1031,Turner-Dodge House & Heritage Center,Community Center,"{'city': 'Lansing', 'country': 'United States', 'latitude': 43.580390855608, 'longitude': -85.078125, 'state': 'MI', 'street': '100 East North Street', 'zip': '48906'}",161604230535689
1027392,TRUE,7753,21263,4.5,0,1027392,Twickenham Stadium,"Stadium, Arena & Sports Venue","{'city': 'Twickenham', 'country': 'United Kingdom', 'latitude': 51.456111111111, 'located_in': '106078429431815', 'longitude': -0.34166666666667, 'street': 'Whitton Rd', 'zip': 'TW2 7BA'}",109410979078489
2,TRUE,0,0,0,0,2,University of Liverpool Art Gallery,Art Gallery,"{'city': 'Liverpool', 'country': 'United Kingdom', 'latitude': 53.40731, 'longitude': -2.96624, 'zip': 'L69 7'}",131659527232080
44,TRUE,0,6,0,0,44,Upton Hall,Landmark & Historical Place,"{'city': 'Newark', 'country': 'United Kingdom', 'latitude': 53.0827, 'longitude': -0.904158}",143405902339096
152,TRUE,25,891,4.6,92,152,Vale & Downland Museum,History Museum,"{'city': 'Wantage', 'country': 'United Kingdom', 'latitude': 51.588109772158, 'longitude': -1.4281339268673, 'street': 'Church Street', 'zip': 'OX12 8BL'}",103100633094299
599477,TRUE,29724,603214,4.7,13355,599477,Victoria and Albert Museum,Museum,"{'city': 'South Kensington', 'country': 'United Kingdom', 'latitude': 51.496670878842, 'longitude': -0.17220340142995, 'street': 'Cromwell Road, South Kensington', 'zip': 'SW7 2RL'}",13987918879
2943,TRUE,89,4004,4.4,55,2943,Victoria Art Gallery,Art Gallery,"{'city': 'Bath', 'country': 'United Kingdom', 'latitude': 51.382782890703, 'longitude': -2.3584584206405, 'street': 'Bridge Street', 'zip': 'BA2 4AT'}",335012650362
